step_size,                  x,              v_num,            u_exact,               time,
0.001001,            0.444444,            0.549304,            0.542948,             11081.4,

0.001001,            0.445445,            0.548412,            0.542063,             11081.4,

0.001001,            0.446446,            0.547519,            0.541177,             11081.4,

0.001001,            0.447447,            0.546625,            0.540289,             11081.4,

0.001001,            0.448448,            0.545729,            0.539401,             11081.4,

0.001001,            0.449449,            0.544833,            0.538511,             11081.4,

0.001001,             0.45045,            0.543935,             0.53762,             11081.4,

0.001001,            0.451451,            0.543036,            0.536728,             11081.4,

0.001001,            0.452452,            0.542136,            0.535835,             11081.4,

0.001001,            0.453453,            0.541235,            0.534941,             11081.4,

0.001001,            0.454454,            0.540333,            0.534046,             11081.4,

0.001001,            0.455455,             0.53943,             0.53315,             11081.4,

0.001001,            0.456456,            0.538525,            0.532253,             11081.4,

